"Date","Game","Team","Opponent","Home","Win","FieldGoals.","X3PointShots.","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals.","Opp.3PointShots.","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls","TeamGroup","OppGroup"
2017-01-05,37,"HOU","OKC","1","1",0.477,0.385,0.7,9,43,27,6,3,9,20,0.451,0.4,0.815,16,54,15,6,9,9,21,4,4
2017-01-06,38,"HOU","ORL","0","1",0.453,0.306,0.583,12,45,26,12,1,15,15,0.418,0.348,0.692,19,49,18,8,2,15,14,4,1
2017-01-10,40,"HOU","CHO","1","1",0.488,0.436,0.727,6,44,25,8,5,10,17,0.478,0.442,0.778,5,43,30,3,4,11,21,4,3
2017-01-11,41,"HOU","MIN","0","0",0.414,0.357,0.818,7,32,23,7,4,15,23,0.543,0.348,0.92,9,49,31,8,9,17,19,4,3
2017-01-13,42,"HOU","MEM","1","0",0.402,0.244,0.806,10,31,19,9,2,12,20,0.539,0.37,0.667,8,45,25,8,3,22,29,4,1
2017-01-15,43,"HOU","BRK","0","1",0.5,0.477,0.75,13,52,30,9,3,13,21,0.441,0.341,0.789,9,38,29,9,5,16,25,4,1
2017-01-17,44,"HOU","MIA","0","0",0.4,0.231,0.786,11,49,21,8,3,17,16,0.467,0.31,0.667,11,52,21,11,1,15,24,4,2
2017-01-18,45,"HOU","MIL","1","1",0.453,0.318,0.733,13,46,25,9,12,10,17,0.398,0.25,0.786,15,50,26,8,8,18,14,4,2
2017-01-20,46,"HOU","GSW","1","0",0.448,0.2,0.833,13,41,26,8,3,14,17,0.528,0.395,0.762,8,41,30,8,7,14,18,4,4
2017-01-21,47,"HOU","MEM","0","1",0.513,0.381,0.84,6,46,27,11,6,12,25,0.371,0.265,0.714,14,41,19,10,4,12,17,4,1
2017-01-23,48,"HOU","MIL","0","0",0.506,0.4,0.786,5,28,26,11,4,21,22,0.588,0.478,0.815,7,37,31,17,6,19,20,4,2
2017-01-25,49,"HOU","BOS","0","0",0.468,0.323,0.711,6,30,28,8,5,17,18,0.516,0.344,0.938,12,48,33,10,3,18,27,4,3
2017-01-29,51,"HOU","IND","0","0",0.41,0.282,0.88,11,41,21,7,6,15,24,0.54,0.238,0.808,7,42,28,9,7,10,21,4,2
2017-01-31,52,"HOU","SAC","1","1",0.447,0.311,0.682,11,60,28,4,4,14,24,0.349,0.276,0.577,10,45,22,9,7,11,17,4,2
2017-02-02,53,"HOU","ATL","1","0",0.376,0.255,0.758,7,37,19,11,4,9,20,0.518,0.267,0.739,8,56,26,8,5,20,20,4,3
2017-02-23,59,"HOU","NOP","0","1",0.495,0.392,0.792,12,48,28,12,5,16,25,0.419,0.194,0.808,11,44,24,10,8,20,21,4,4
2017-02-25,60,"HOU","MIN","1","1",0.468,0.379,0.762,13,32,32,15,6,13,21,0.521,0.346,0.821,21,58,28,10,2,23,26,4,3
2017-02-27,61,"HOU","IND","1","0",0.364,0.222,0.81,12,39,22,8,5,10,22,0.451,0.433,0.88,13,55,29,7,5,15,26,4,2
2017-03-01,62,"HOU","LAC","0","1",0.425,0.385,0.848,19,62,21,3,2,16,17,0.447,0.353,0.538,10,36,26,8,3,7,23,4,4
2017-03-04,63,"HOU","MEM","1","1",0.5,0.429,0.75,10,43,25,10,4,14,20,0.443,0.286,0.667,17,46,26,8,6,13,24,4,1
2017-03-06,64,"HOU","SAS","0","0",0.466,0.359,0.824,7,43,19,3,3,12,20,0.455,0.393,0.913,9,44,24,6,6,9,13,4,4
2017-03-08,65,"HOU","UTA","1","0",0.443,0.25,0.75,10,31,22,9,4,8,20,0.539,0.387,0.875,10,45,21,2,4,16,23,4,2
2017-03-15,68,"HOU","LAL","1","1",0.549,0.419,0.656,13,50,37,13,4,19,21,0.462,0.12,0.722,9,38,16,10,0,22,25,4,1
2017-03-17,69,"HOU","NOP","0","0",0.407,0.325,0.781,10,46,18,6,3,12,19,0.533,0.353,0.75,9,54,29,8,7,13,20,4,4
2017-03-18,70,"HOU","DEN","0","1",0.458,0.208,0.8,10,48,20,5,5,14,24,0.427,0.323,0.633,13,45,28,9,3,13,24,4,3
2017-03-20,71,"HOU","DEN","1","1",0.506,0.447,0.783,6,35,27,12,2,12,22,0.512,0.414,0.923,8,48,26,7,3,19,18,4,3
2017-03-24,72,"HOU","NOP","1","1",0.473,0.359,0.75,15,59,29,5,3,18,19,0.451,0.368,0.786,6,36,28,9,7,10,15,4,4
2017-03-26,73,"HOU","OKC","1","1",0.633,0.513,0.81,2,36,32,8,4,19,23,0.5,0.367,0.714,15,41,27,15,3,16,21,4,4
2017-03-28,74,"HOU","GSW","1","0",0.388,0.161,0.897,10,38,20,9,2,14,14,0.511,0.268,0.75,8,44,33,9,7,16,29,4,4
2017-03-30,75,"HOU","POR","0","0",0.44,0.235,0.826,13,42,18,9,3,18,20,0.478,0.394,0.818,11,41,24,12,8,12,16,4,3
2017-04-02,77,"HOU","PHO","0","1",0.47,0.368,0.652,13,46,23,8,4,15,23,0.42,0.235,0.828,22,61,24,8,11,23,24,4,1
2017-04-05,78,"HOU","DEN","1","1",0.425,0.294,0.684,11,56,19,7,3,16,20,0.394,0.184,0.833,12,51,26,10,5,12,24,4,3
2017-04-07,79,"HOU","DET","1","0",0.414,0.314,0.75,9,49,25,3,6,11,15,0.426,0.346,0.813,18,55,27,5,1,6,17,4,1
2017-04-09,80,"HOU","SAC","0","1",0.563,0.419,0.871,5,41,26,3,2,16,22,0.5,0.29,0.833,7,38,26,8,2,5,18,4,2
2017-04-10,81,"HOU","LAC","0","0",0.393,0.225,0.778,9,41,23,5,3,15,23,0.505,0.385,0.821,12,49,29,9,0,9,16,4,4
2016-10-28,2,"IND","BRK","0","0",0.378,0.292,0.65,14,49,22,7,6,13,22,0.437,0.303,0.85,12,52,20,6,4,16,23,2,1
2016-11-01,4,"IND","LAL","1","1",0.471,0.357,0.793,11,43,19,10,8,15,20,0.449,0.214,0.88,11,44,14,8,2,19,25,2,1
2016-11-03,5,"IND","MIL","0","0",0.469,0.435,0.778,10,32,29,14,4,21,23,0.573,0.444,0.792,12,41,32,10,6,21,23,2,2
2016-11-05,6,"IND","CHI","1","1",0.535,0.462,0.583,8,36,27,8,9,11,20,0.43,0.333,0.8,13,40,17,8,5,16,13,2,2
2016-11-07,7,"IND","CHO","0","0",0.426,0.273,0.733,12,52,23,8,4,18,25,0.488,0.375,0.875,3,43,30,12,4,11,15,2,3
2016-11-14,11,"IND","ORL","1","1",0.389,0.32,1,7,49,22,9,9,9,14,0.321,0.2,0.769,9,52,12,3,5,14,17,2,1
2016-11-16,12,"IND","CLE","1","1",0.5,0.357,0.636,5,40,22,8,12,10,16,0.407,0.367,0.6,11,51,19,3,5,18,16,2,4
2016-11-18,13,"IND","PHO","1","0",0.474,0.143,0.793,10,35,18,5,8,18,19,0.474,0.346,0.833,18,46,21,14,7,11,28,2,1
2016-11-20,14,"IND","OKC","0","1",0.449,0.5,0.774,15,51,23,13,2,22,20,0.436,0.278,0.722,15,49,28,10,7,20,23,2,4
2016-11-23,16,"IND","ATL","1","0",0.405,0.259,0.714,7,37,16,15,5,18,20,0.424,0.25,0.864,17,56,17,11,7,21,18,2,3
2016-11-25,17,"IND","BRK","1","1",0.552,0.423,0.688,9,47,25,11,5,14,19,0.456,0.324,0.609,9,38,24,8,4,19,17,2,1
2016-11-27,18,"IND","LAC","1","1",0.435,0.263,0.857,13,52,26,8,4,13,21,0.314,0.167,0.815,6,40,11,9,4,20,13,2,4
2016-12-05,21,"IND","GSW","0","0",0.412,0.2,0.943,9,40,20,10,5,14,21,0.519,0.378,0.769,16,54,45,12,13,11,22,2,4
2016-12-07,22,"IND","PHO","0","1",0.449,0.304,0.78,12,49,16,11,3,18,16,0.4,0.273,0.944,9,40,17,14,4,19,31,2,1
2016-12-10,24,"IND","POR","1","1",0.482,0.517,0.821,10,39,24,11,9,13,13,0.488,0.432,0.938,9,41,22,6,4,17,20,2,3
2016-12-15,27,"IND","NOP","0","0",0.414,0.143,0.833,7,46,23,6,4,12,21,0.424,0.37,0.714,11,55,23,7,8,16,16,2,4
2016-12-17,28,"IND","DET","0","1",0.482,0.316,0.76,9,51,20,6,3,9,16,0.381,0.333,0.727,10,40,22,6,1,8,18,2,1
2016-12-20,30,"IND","NYK","0","0",0.429,0.261,0.818,11,44,22,10,5,9,14,0.5,0.565,0.81,4,45,24,6,8,14,18,2,1
2016-12-22,31,"IND","BOS","1","0",0.427,0.304,0.862,8,50,20,5,3,19,21,0.413,0.256,0.852,9,44,19,10,2,10,27,2,3
2016-12-26,32,"IND","CHI","0","0",0.42,0.36,0.8,9,40,26,5,5,16,21,0.386,0.24,0.714,16,48,17,10,3,13,15,2,2
2016-12-28,33,"IND","WAS","0","0",0.443,0.393,0.828,5,34,24,10,4,13,29,0.487,0.364,0.73,15,54,21,8,1,18,27,2,3
2016-12-30,34,"IND","CHI","1","1",0.481,0.368,0.867,8,42,26,7,6,11,22,0.417,0.261,0.806,15,47,17,8,5,13,23,2,2
2017-01-01,35,"IND","ORL","1","1",0.5,0.409,0.917,8,46,28,5,5,11,16,0.433,0.263,0.909,10,42,25,6,7,10,22,2,1
2017-01-03,36,"IND","DET","0","1",0.581,0.563,0.867,6,34,26,7,7,11,8,0.495,0.345,0.833,16,42,31,5,5,10,19,2,1
2017-01-05,37,"IND","BRK","1","1",0.516,0.455,0.789,7,44,23,7,9,6,12,0.456,0.447,0.769,8,45,22,5,8,13,17,2,1
2017-01-16,40,"IND","NOP","1","1",0.506,0.263,0.688,5,45,26,11,6,16,18,0.434,0.4,0.722,8,38,18,7,6,14,17,2,4
2017-01-18,41,"IND","SAC","0","1",0.52,0.333,0.84,8,32,22,11,3,14,21,0.486,0.429,0.778,10,36,28,9,5,21,22,2,2
2017-01-20,42,"IND","LAL","0","0",0.425,0.391,0.72,8,37,24,17,6,20,12,0.471,0.424,0.8,16,51,27,15,3,23,20,2,1
2017-01-21,43,"IND","UTA","0","0",0.506,0.5,0.706,4,36,17,10,3,16,23,0.464,0.25,0.781,10,42,24,11,3,14,15,2,2
2017-01-23,44,"IND","NYK","1","0",0.442,0.269,0.8,7,37,18,7,4,11,20,0.461,0.364,0.886,6,43,19,8,7,14,21,2,1
2017-01-29,47,"IND","HOU","1","1",0.54,0.238,0.808,7,42,28,9,7,10,21,0.41,0.282,0.88,11,41,21,7,6,15,24,2,4
2017-02-01,48,"IND","ORL","0","1",0.478,0.45,0.885,5,38,25,5,1,17,23,0.403,0.25,0.714,7,35,17,12,3,14,22,2,1
2017-02-06,51,"IND","OKC","1","1",0.379,0.308,0.655,13,37,19,7,10,10,17,0.386,0.25,0.714,20,61,17,6,11,16,21,2,4
2017-02-10,53,"IND","WAS","0","0",0.489,0.19,0.867,10,42,29,3,5,11,22,0.466,0.345,0.667,14,46,29,8,4,11,13,2,3
2017-02-13,55,"IND","SAS","1","0",0.487,0.45,0.7,6,37,21,8,3,11,23,0.46,0.467,0.852,12,49,18,7,4,11,22,2,4
2017-02-25,59,"IND","MIA","0","0",0.4,0.333,0.885,13,43,21,8,4,15,24,0.487,0.419,0.774,11,43,23,9,5,16,19,2,2
2017-02-27,60,"IND","HOU","0","1",0.451,0.433,0.88,13,55,29,7,5,15,26,0.364,0.222,0.81,12,39,22,8,5,10,22,2,4
2017-03-01,61,"IND","SAS","0","0",0.457,0.304,0.72,13,41,22,13,1,17,26,0.473,0.31,0.875,6,36,20,8,7,18,21,2,4
2017-03-06,63,"IND","CHO","0","0",0.457,0.4,0.667,6,41,29,3,5,15,17,0.407,0.355,0.905,13,50,21,10,2,10,8,2,3
2017-03-08,64,"IND","DET","1","1",0.5,0.478,0.842,9,46,27,3,2,5,18,0.438,0.269,0.591,11,45,20,4,4,10,18,2,1
2017-03-14,67,"IND","NYK","0","0",0.368,0.276,0.6,14,53,16,6,3,16,14,0.422,0.321,0.615,11,52,21,8,4,14,15,2,1
2017-03-15,68,"IND","CHO","1","1",0.534,0.429,0.889,3,42,26,8,6,14,15,0.4,0.13,0.769,3,30,15,9,4,10,13,2,3
2017-03-19,69,"IND","TOR","0","0",0.413,0.261,0.731,9,33,22,7,2,13,23,0.495,0.444,0.875,14,51,25,7,7,16,20,2,4
2017-03-20,70,"IND","UTA","1","1",0.437,0.5,0.913,10,43,21,9,9,7,19,0.455,0.24,0.7,13,49,20,5,11,10,17,2,2
2017-03-24,72,"IND","DEN","1","0",0.505,0.542,0.727,11,39,19,9,8,12,29,0.476,0.259,0.93,11,45,23,8,4,13,15,2,3
2017-03-26,73,"IND","PHI","1","1",0.427,0.412,0.828,12,51,16,9,4,9,13,0.398,0.341,0.714,8,48,19,7,5,14,23,2,1
2017-03-28,74,"IND","MIN","1","0",0.494,0.278,0.829,11,37,25,8,5,14,22,0.474,0.45,0.865,11,35,22,10,9,14,22,2,3
2017-03-29,75,"IND","MEM","0","0",0.435,0.4,0.867,12,43,19,5,7,12,18,0.466,0.375,0.889,9,43,22,8,3,8,19,2,1
2017-04-02,77,"IND","CLE","0","0",0.457,0.39,0.9,12,46,32,6,3,9,24,0.495,0.419,0.697,15,56,29,7,4,13,19,2,4
2017-04-08,80,"IND","ORL","0","1",0.593,0.5,0.737,6,45,35,6,4,15,15,0.488,0.467,0.727,4,33,29,10,2,13,16,2,1
2017-04-10,81,"IND","PHI","0","1",0.576,0.313,0.81,14,44,30,9,5,14,23,0.467,0.394,0.903,10,33,20,10,1,18,19,2,1
2016-10-27,1,"LAC","POR","0","1",0.407,0.276,0.696,15,48,12,10,4,7,25,0.459,0.222,0.75,9,48,18,4,4,14,34,4,3
2016-10-30,2,"LAC","UTA","1","1",0.41,0.222,0.7,14,49,17,8,4,13,14,0.397,0.368,0.769,7,43,18,8,2,18,22,4,2
2016-10-31,3,"LAC","PHO","1","1",0.5,0.375,0.789,5,44,21,8,4,16,23,0.417,0.333,0.742,10,44,19,11,0,20,33,4,1
2016-11-02,4,"LAC","OKC","1","0",0.391,0.318,0.444,8,41,22,13,5,17,19,0.405,0.25,0.6,10,52,14,8,4,21,24,4,4
2016-11-04,5,"LAC","MEM","0","1",0.376,0.296,0.818,11,47,19,17,6,11,23,0.369,0.346,0.773,13,48,26,4,9,18,28,4,1
2016-11-05,6,"LAC","SAS","0","1",0.516,0.391,0.929,7,41,24,8,6,8,19,0.405,0.4,0.88,7,40,19,5,5,15,18,4,4
2016-11-07,7,"LAC","DET","1","1",0.539,0.52,0.864,2,46,28,8,7,10,20,0.366,0.333,0.692,11,39,14,5,2,11,19,4,1
2016-11-14,11,"LAC","BRK","1","1",0.533,0.56,0.81,9,43,32,17,6,11,22,0.442,0.303,0.773,9,37,18,6,2,21,21,4,1
2016-11-16,12,"LAC","MEM","1","0",0.457,0.36,0.706,8,35,15,13,7,8,19,0.488,0.577,0.842,9,43,24,6,2,15,22,4,1
2016-11-18,13,"LAC","SAC","0","1",0.526,0.448,0.824,5,37,27,7,6,14,24,0.442,0.385,0.829,9,37,21,7,4,14,24,4,2
2016-11-23,16,"LAC","DAL","0","1",0.506,0.469,0.742,6,43,26,11,4,9,17,0.452,0.458,0.944,10,44,23,7,3,16,24,4,2
2016-11-25,17,"LAC","DET","0","0",0.479,0.333,0.769,6,33,26,4,5,14,16,0.522,0.474,0.714,9,42,26,7,0,10,22,4,1
2016-11-27,18,"LAC","IND","0","0",0.314,0.167,0.815,6,40,11,9,4,20,13,0.435,0.263,0.857,13,52,26,8,4,13,21,4,2
2016-11-29,19,"LAC","BRK","0","0",0.422,0.325,0.773,11,56,21,10,3,14,29,0.433,0.342,0.667,8,54,22,9,3,13,23,4,1
2016-12-01,20,"LAC","CLE","0","1",0.472,0.419,0.667,14,47,33,7,3,11,32,0.406,0.375,0.744,6,36,12,5,3,18,24,4,4
2016-12-02,21,"LAC","NOP","0","1",0.511,0.417,0.875,12,47,27,6,7,9,18,0.459,0.25,0.619,10,40,21,5,4,11,14,4,4
2016-12-07,23,"LAC","GSW","1","0",0.391,0.308,0.75,17,47,15,3,2,13,24,0.472,0.226,0.828,12,46,32,11,5,10,24,4,4
2016-12-10,24,"LAC","NOP","1","1",0.574,0.472,0.889,9,40,34,10,2,10,22,0.482,0.421,0.654,8,34,25,3,1,16,15,4,4
2016-12-16,27,"LAC","MIA","0","1",0.434,0.28,0.793,7,50,17,1,3,10,20,0.409,0.222,0.64,10,47,20,5,5,4,23,4,2
2016-12-18,28,"LAC","WAS","0","0",0.494,0.292,0.708,12,40,28,7,1,15,23,0.531,0.526,0.7,9,33,24,10,4,15,24,4,3
2016-12-20,29,"LAC","DEN","1","1",0.547,0.444,0.692,5,37,32,7,2,12,13,0.433,0.282,0.65,15,46,22,5,1,12,15,4,3
2016-12-22,30,"LAC","SAS","1","1",0.47,0.393,0.773,6,40,18,8,6,12,22,0.402,0.316,0.84,18,55,19,8,7,12,23,4,4
2016-12-23,31,"LAC","DAL","1","0",0.459,0.448,0.636,6,41,17,9,4,20,16,0.425,0.241,0.6,14,42,21,13,4,12,14,4,2
2016-12-25,32,"LAC","LAL","0","0",0.435,0.345,0.818,10,42,24,9,5,15,20,0.476,0.32,0.767,13,48,18,7,3,13,21,4,1
2016-12-26,33,"LAC","DEN","1","0",0.464,0.36,0.75,4,38,22,6,6,11,19,0.439,0.355,0.821,11,51,22,10,1,14,18,4,3
2016-12-28,34,"LAC","NOP","0","0",0.394,0.297,0.722,16,58,15,6,4,11,20,0.46,0.345,0.571,8,45,23,11,5,6,16,4,4
2016-12-30,35,"LAC","HOU","0","0",0.469,0.394,0.813,11,38,22,8,4,15,25,0.556,0.35,0.837,9,45,29,12,5,13,17,4,4
2016-12-31,36,"LAC","OKC","0","0",0.413,0.267,0.857,7,38,14,4,4,15,25,0.474,0.345,0.857,8,44,25,9,6,9,20,4,4
2017-01-02,37,"LAC","PHO","1","1",0.463,0.438,0.737,12,51,17,1,11,19,21,0.382,0.133,0.818,19,48,22,11,4,12,29,4,1
2017-01-04,38,"LAC","MEM","1","1",0.507,0.391,0.711,8,45,23,5,5,13,23,0.432,0.393,0.76,12,43,30,6,5,9,31,4,1
2017-01-06,39,"LAC","SAC","0","1",0.464,0.419,0.714,8,45,28,6,5,8,13,0.414,0.3,0.773,12,50,23,4,3,6,18,4,2
2017-01-11,41,"LAC","ORL","1","1",0.513,0.346,0.692,9,49,23,11,5,21,20,0.424,0.222,0.667,6,35,21,8,3,13,21,4,1
2017-01-14,42,"LAC","LAL","1","1",0.522,0.357,0.875,7,42,28,6,6,7,24,0.45,0.476,0.556,6,40,21,3,2,14,20,4,1
2017-01-16,43,"LAC","OKC","1","1",0.549,0.429,0.818,10,47,27,9,5,15,15,0.424,0.333,0.842,9,36,18,10,4,15,15,4,4
2017-01-21,45,"LAC","DEN","0","0",0.417,0.313,1,10,35,23,5,2,7,23,0.529,0.417,0.808,10,45,30,4,0,10,16,4,3
2017-01-23,46,"LAC","ATL","0","1",0.5,0.583,0.773,10,46,23,4,8,11,19,0.42,0.31,0.846,8,40,28,8,2,8,17,4,3
2017-01-28,48,"LAC","GSW","0","0",0.439,0.429,0.636,8,32,24,7,2,14,18,0.62,0.5,0.813,9,48,35,9,7,11,17,4,4
2017-02-01,49,"LAC","PHO","0","1",0.518,0.263,0.816,8,46,20,9,8,10,28,0.406,0.35,0.829,17,44,21,5,3,12,27,4,1
2017-02-02,50,"LAC","GSW","1","0",0.5,0.4,0.769,9,37,24,7,7,15,18,0.525,0.412,0.833,15,46,38,10,2,11,26,4,4
2017-02-06,52,"LAC","TOR","0","0",0.467,0.371,0.667,9,39,24,7,5,9,19,0.488,0.417,0.897,11,47,20,6,1,9,23,4,4
2017-02-13,55,"LAC","UTA","0","1",0.444,0.36,0.636,6,49,16,7,7,13,19,0.322,0.174,0.667,12,49,14,5,4,10,11,4,2
2017-02-23,57,"LAC","GSW","0","0",0.409,0.393,0.703,10,38,23,11,0,14,16,0.531,0.52,0.923,10,53,31,11,11,21,27,4,4
2017-03-01,60,"LAC","HOU","1","0",0.447,0.353,0.538,10,36,26,8,3,7,23,0.425,0.385,0.848,19,62,21,3,2,16,17,4,4
2017-03-03,61,"LAC","MIL","0","0",0.563,0.421,0.583,7,38,23,4,1,23,18,0.55,0.4,0.933,3,25,35,11,4,10,27,4,2
2017-03-04,62,"LAC","CHI","0","1",0.482,0.24,0.813,11,37,20,7,5,14,17,0.422,0.353,0.75,14,45,26,11,0,19,24,4,2
2017-03-06,63,"LAC","BOS","1","1",0.534,0.45,0.617,8,47,23,7,5,13,24,0.41,0.286,0.828,7,37,22,9,2,11,31,4,3
2017-03-08,64,"LAC","MIN","0","0",0.422,0.375,0.667,10,36,18,9,3,16,18,0.488,0.25,0.9,14,50,26,10,4,12,23,4,3
2017-03-13,67,"LAC","UTA","0","0",0.5,0.4,0.783,3,28,16,4,2,6,22,0.526,0.667,0.818,8,42,22,1,3,7,22,4,2
2017-03-15,68,"LAC","MIL","1","0",0.467,0.208,0.724,6,42,23,3,4,15,20,0.447,0.345,0.76,4,36,22,8,2,11,25,4,2
2017-03-18,70,"LAC","CLE","1","1",0.513,0.308,0.69,7,54,27,4,3,14,15,0.386,0.185,0.692,4,40,15,5,0,12,24,4,4
2017-03-20,71,"LAC","NYK","1","1",0.494,0.323,0.75,9,43,25,8,4,9,19,0.449,0.25,0.792,14,48,24,6,1,12,19,4,1
2017-03-21,72,"LAC","LAL","0","1",0.536,0.455,0.875,13,48,23,4,4,15,21,0.467,0.3,0.63,14,41,23,8,3,8,22,4,1
2017-03-23,73,"LAC","DAL","0","0",0.45,0.333,0.667,9,45,18,6,2,17,16,0.463,0.346,0.667,4,34,26,11,4,9,18,4,2
2017-03-25,74,"LAC","UTA","1","1",0.452,0.259,0.893,11,47,14,9,5,10,17,0.43,0.308,0.722,12,43,22,5,3,14,22,4,2
2017-03-26,75,"LAC","SAC","1","0",0.41,0.345,0.821,6,45,20,7,2,9,14,0.452,0.464,0.692,6,46,23,5,4,12,25,4,2
2017-03-29,76,"LAC","WAS","1","1",0.566,0.4,0.73,8,41,27,6,4,10,22,0.495,0.382,0.655,14,43,22,7,0,10,31,4,3
2017-03-30,77,"LAC","PHO","0","1",0.55,0.545,0.706,7,39,20,4,4,14,21,0.533,0.304,0.542,13,43,24,6,2,14,27,4,1
2017-04-05,79,"LAC","DAL","1","1",0.507,0.387,0.774,5,40,22,11,0,15,19,0.442,0.355,0.778,11,44,24,5,3,16,26,4,2
2017-04-08,80,"LAC","SAS","0","1",0.5,0.273,0.571,8,45,21,8,7,6,15,0.425,0.364,0.786,7,40,20,3,3,13,17,4,4
2017-04-10,81,"LAC","HOU","1","1",0.505,0.385,0.821,12,49,29,9,0,9,16,0.393,0.225,0.778,9,41,23,5,3,15,23,4,4
2016-10-28,2,"LAL","UTA","0","0",0.381,0.391,0.762,11,43,16,6,7,14,29,0.413,0.24,0.7,13,47,14,4,7,14,18,1,2
2016-10-30,3,"LAL","OKC","0","0",0.402,0.219,0.792,11,41,20,15,2,21,18,0.474,0.346,0.824,10,45,29,15,6,19,22,1,4
2016-11-01,4,"LAL","IND","0","0",0.449,0.214,0.88,11,44,14,8,2,19,25,0.471,0.357,0.793,11,43,19,10,8,15,20,1,2
2016-11-02,5,"LAL","ATL","0","1",0.533,0.409,0.9,11,42,24,11,9,15,25,0.482,0.344,0.793,10,37,30,10,1,18,19,1,3
2016-11-04,6,"LAL","GSW","1","1",0.474,0.267,0.905,16,51,26,9,5,16,19,0.453,0.156,0.7,9,40,26,13,3,20,13,1,4
2016-11-06,7,"LAL","PHO","1","1",0.456,0.435,0.771,15,53,22,8,5,19,22,0.44,0.3,0.786,11,40,20,8,2,17,30,1,1
2016-11-08,8,"LAL","DAL","1","0",0.487,0.385,0.786,8,37,20,6,1,16,19,0.524,0.435,0.867,8,37,24,11,4,11,12,1,2
2016-11-10,9,"LAL","SAC","0","1",0.514,0.333,0.727,4,42,18,8,2,21,19,0.4,0.381,0.75,11,43,18,13,3,15,19,1,2
2016-11-18,13,"LAL","SAS","1","0",0.448,0.48,0.81,15,45,24,6,1,13,21,0.564,0.417,0.947,3,34,30,8,6,12,18,1,4
2016-11-20,14,"LAL","CHI","1","0",0.441,0.419,0.714,10,37,26,11,3,10,19,0.517,0.364,0.714,16,56,27,6,3,16,16,1,2
2016-11-23,16,"LAL","GSW","0","0",0.43,0.4,0.818,7,37,22,5,1,11,25,0.616,0.528,0.686,6,48,47,7,5,10,20,1,4
2016-11-25,17,"LAL","GSW","1","0",0.356,0.227,0.696,14,45,20,12,3,18,16,0.518,0.393,0.706,4,44,31,10,10,17,21,1,4
2016-11-27,18,"LAL","ATL","1","1",0.442,0.4,0.85,15,53,20,7,2,9,15,0.443,0.343,0.4,7,38,25,5,6,12,19,1,3
2016-11-29,19,"LAL","NOP","0","0",0.425,0.167,0.5,9,47,26,8,5,12,17,0.432,0.258,0.84,13,54,24,10,3,8,17,1,4
2016-12-02,21,"LAL","TOR","0","0",0.344,0.231,0.588,19,46,16,6,2,16,18,0.542,0.414,0.846,7,44,25,8,5,10,18,1,4
2016-12-03,22,"LAL","MEM","0","0",0.432,0.333,0.793,14,44,16,7,4,18,18,0.466,0.333,0.733,14,43,32,13,7,11,19,1,1
2016-12-05,23,"LAL","UTA","1","0",0.448,0.357,0.783,15,43,15,8,1,10,23,0.475,0.406,0.621,11,39,26,5,7,12,18,1,2
2016-12-07,24,"LAL","HOU","0","0",0.391,0.25,0.815,14,39,14,13,4,27,22,0.543,0.417,0.81,15,52,35,20,2,20,22,1,4
2016-12-11,26,"LAL","NYK","1","0",0.477,0.357,0.818,9,41,26,7,1,14,22,0.488,0.455,0.839,8,44,21,9,11,10,15,1,1
2016-12-16,29,"LAL","PHI","0","1",0.456,0.3,0.864,8,46,19,10,4,20,21,0.364,0.194,0.792,16,48,22,7,4,17,17,1,1
2016-12-17,30,"LAL","CLE","0","0",0.477,0.432,0.769,10,41,30,3,2,11,16,0.517,0.455,0.667,11,44,30,8,3,8,12,1,4
2016-12-20,31,"LAL","CHO","0","0",0.489,0.485,0.818,10,40,29,5,12,12,20,0.457,0.44,0.833,16,44,30,5,2,10,13,1,3
2016-12-22,32,"LAL","MIA","0","0",0.444,0.368,0.867,9,40,18,7,2,13,14,0.536,0.5,0.667,10,47,25,7,6,12,15,1,2
2016-12-23,33,"LAL","ORL","0","0",0.356,0.348,0.833,12,46,16,8,6,16,14,0.506,0.407,0.571,7,47,25,10,11,14,20,1,1
2016-12-25,34,"LAL","LAC","1","1",0.476,0.32,0.767,13,48,18,7,3,13,21,0.435,0.345,0.818,10,42,24,9,5,15,20,1,4
2016-12-27,35,"LAL","UTA","1","0",0.47,0.25,0.818,15,40,19,8,3,14,21,0.507,0.346,0.708,14,39,19,6,4,19,18,1,2
2016-12-29,36,"LAL","DAL","1","0",0.471,0.368,0.72,7,34,15,8,1,15,18,0.494,0.452,0.786,10,42,24,8,2,15,17,1,2
2017-01-01,37,"LAL","TOR","1","0",0.402,0.469,0.806,16,43,19,8,3,7,21,0.56,0.588,0.906,5,40,18,5,9,16,25,1,4
2017-01-03,38,"LAL","MEM","1","1",0.512,0.515,0.536,9,43,34,5,2,9,23,0.39,0.323,0.914,5,39,18,6,1,10,16,1,1
2017-01-05,39,"LAL","POR","0","0",0.419,0.323,0.818,10,40,15,7,3,11,25,0.531,0.364,0.667,8,47,29,6,5,13,21,1,3
2017-01-06,40,"LAL","MIA","1","1",0.5,0.357,0.724,18,62,22,6,2,11,22,0.413,0.25,0.593,11,41,17,5,7,10,23,1,2
